No. Acto;Procedencia;Tipo de Documento;Fecha Pagado;Valor Base Gravable;Impuesto de Registro;Intereses;Total Impuesto de Registro;Origen Pago
105;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-12;0;104200;0;104200;Efecty
213;GOBERNACION;CAMARA DE COMERCIO;2018-04-16;0;104200;1500;105700;PSE
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-12;1000000;10000;0;10000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-13;220000000;2200000;0;2200000;Efecty
112;NOTARIA TERCERA;ESCRITURA;2018-04-13;10000000;100000;0;100000;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-19;93000000;1138400;0;1138400;Pago con codbarra
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-12;1000000;10000;0;10000;Efecty
74;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-12;10000000;100000;0;100000;Efecty
276;GOBERNACION;REGISTRO NACIONAL DE TURISMO;2018-04-12;0;104200;0;104200;PSE
104;GOBERNACION;OFICIO;2018-04-12;0;104200;0;104200;PSE
71;NOTARIA TERCERA;ESCRITURA;2018-04-13;92600000;1134400;0;1134400;Efecty
16;NOTARIA CUARTA;ESCRITURA;2018-04-18;120000000;1408400;0;1408400;Pago con codbarra
38;NOTARIA PRIMERA;ESCRITURA;2018-04-21;79100000;895200;0;895200;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-19;55600000;556000;0;556000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-18;66000000;660000;0;660000;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-13;32000000;320000;0;320000;Pago con codbarra
38;NOTARIA CUARTA;ESCRITURA;2018-04-13;0;104200;0;104200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-13;12200000;122000;0;122000;Efecty
165;NOTARIA CUARTA;ESCRITURA;2018-04-26;4268000;42700;0;42700;Pago con codbarra
97;GOBERNACION;ESCRITURA;2018-04-13;30000000;300000;0;300000;SAES
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-13;50000000;500000;0;500000;Efecty
261;GOBERNACION;ACTA;2018-04-13;1500000;10500;0;10500;SAES
213;GOBERNACION;ACTA;2018-04-13;0;208300;0;208300;SAES
71;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-13;15000000;150000;0;150000;Efecty
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-13;1000000;10000;200;10200;Efecty
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-13;1000000;10000;200;10200;Efecty
213;GOBERNACION;ACTA;2018-04-13;0;208300;0;208300;SAES
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-13;1000000;10000;100;10100;Efecty
71;GOBERNACION;ESCRITURA;2018-04-13;1000000;10000;0;10000;SAES
87;GOBERNACION;ESCRITURA;2018-04-13;10000000;308400;0;308400;Efecty
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-13;2000000;20000;0;20000;Efecty
332;GOBERNACION;ACTA;2018-04-13;0;104200;10000;114200;SAES
190;GOBERNACION;ACTA;2018-04-13;15000000;209200;0;209200;PSE
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-13;0;104200;0;104200;Efecty
187;NOTARIA CUARTA;ESCRITURA;2018-04-13;10000000;174200;0;174200;Pago con codbarra
261;GOBERNACION;ACTA;2018-04-13;20000000;140000;0;140000;SAES
1;GOBERNACION;ESCRITURA;2018-04-13;0;104200;149100;253300;SAES
165;NOTARIA CUARTA;ESCRITURA;2018-04-13;3000000;30000;0;30000;Efecty
213;GOBERNACION;ACTA;2018-04-13;0;104200;0;104200;SAES
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-13;1000000;10000;0;10000;Efecty
38;GOBERNACION;ESCRITURA;2018-04-13;28012000;384300;100100;484400;SAES
;NOTARIA PRIMERA  IPIALES;EXTEMPORANEIDAD;2018-04-13;0;0;32500;32500;Efecty
63;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-16;70000000;804200;0;804200;Efecty
71;NOTARIA UNICA CUMBAL;ESCRITURA;2018-04-16;8000000;80000;0;80000;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-13;72500000;725000;0;725000;Pago con codbarra
307;NOTARIA PRIMERA  IPIALES;CAMARA DE COMERCIO;2018-04-13;0;104200;0;104200;PSE
71;NOTARIA PRIMERA;ESCRITURA;2018-04-13;72500000;725000;0;725000;Pago con codbarra
1;NOTARIA PRIMERA;ESCRITURA;2018-04-24;0;1875000;0;1875000;Efecty
38;GOBERNACION;ESCRITURA;2018-04-26;123538800;1547900;105400;1653300;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-18;8500000;85000;0;85000;Pago con codbarra
112;NOTARIA TERCERA;ESCRITURA;2018-04-13;7000000;70000;0;70000;Pago con codbarra
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-13;4000000;40000;2800;42800;Efecty
297;GOBERNACION;ACTA;2018-04-13;400000000;2800000;101700;2901700;SAES
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-13;1500000;15000;0;15000;Efecty
266;NOTARIA PRIMERA;ESCRITURA;2018-04-24;20000000;200000;0;200000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-13;61000000;610000;83200;693200;SAES
71;NOTARIA UNICA CUMBAL;ESCRITURA;2018-04-13;8000000;80000;0;80000;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-13;7000000;70000;0;70000;Efecty
16;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-17;3000000;238400;0;238400;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-17;107000000;1070000;0;1070000;Pago con codbarra
48;NOTARIA TERCERA;ESCRITURA;2018-04-13;7000000;174200;0;174200;Efecty
213;GOBERNACION;ACTA;2018-04-13;0;104200;0;104200;SAES
213;GOBERNACION;ACTA;2018-04-13;0;104200;0;104200;SAES
38;NOTARIA CUARTA;ESCRITURA;2018-04-13;0;208300;0;208300;Pago con codbarra
38;NOTARIA CUARTA;ESCRITURA;2018-04-13;0;104200;0;104200;Efecty
190;GOBERNACION;ACTA;2018-04-13;5000000;139200;0;139200;SAES
38;NOTARIA PRIMERA;ESCRITURA;2018-04-20;7000000;174200;0;174200;Efecty
73;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-13;67000000;670000;0;670000;Efecty
106;GOBERNACION;ESCRITURA;2018-04-13;48040000;480400;2800;483200;SAES
16;NOTARIA SEGUNDA;ESCRITURA;2018-04-17;45000000;554200;0;554200;Efecty
165;NOTARIA SEGUNDA;ESCRITURA;2018-04-16;3600000;36000;0;36000;Efecty
38;NOTARIA TERCERA;ESCRITURA;2018-04-16;0;104200;0;104200;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-13;3000000;30000;0;30000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-17;2000000;20000;0;20000;Pago con codbarra
1;NOTARIA TERCERA;ESCRITURA;2018-04-13;0;104200;0;104200;Efecty
1;NOTARIA TERCERA;ESCRITURA;2018-04-13;0;104200;0;104200;Efecty
23;NOTARIA CUARTA;ESCRITURA;2018-04-13;0;208400;29300;237700;Efecty
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-13;13000000;130000;10400;140400;Efecty
165;NOTARIA CUARTA;ESCRITURA;2018-04-13;3000000;30000;0;30000;Efecty
74;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-13;1200000;12000;3700;15700;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-19;15000000;150000;0;150000;Pago con codbarra
71;NOTARIA PRIMERA;ESCRITURA;2018-04-16;5000000;50000;0;50000;Efecty
112;NOTARIA CUARTA;ESCRITURA;2018-04-13;50000000;500000;0;500000;Efecty
272;GOBERNACION;CONTRATO;2018-04-13;36000000;252000;1100;253100;Pago con codbarra
276;GOBERNACION;REGISTRO NACIONAL DE TURISMO;2018-04-13;0;104200;0;104200;PSE
188;GOBERNACION;ACTA;2018-04-13;0;104200;0;104200;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-18;171260000;1712600;0;1712600;Efecty
188;GOBERNACION;ACTA;2018-04-13;0;208400;0;208400;SAES
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-13;5800000;58000;0;58000;Efecty
48;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-13;1000000;114200;0;114200;Efecty
112;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-13;35000000;175000;0;175000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-13;1000000;10000;0;10000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-13;3000000;30000;0;30000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-13;2000000;20000;0;20000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-13;3600000;36000;0;36000;Efecty
72;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-13;11800000;118000;0;118000;Efecty
74;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-13;2500000;25000;0;25000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-16;500000;5000;0;5000;Efecty
48;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-13;0;104200;0;104200;Efecty
10;NOTARIA SEGUNDA;ESCRITURA;2018-04-13;2000000;20000;0;20000;Pago con codbarra
122;GOBERNACION;ACTA;2018-04-13;112036;800;0;800;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-20;93000000;1138400;0;1138400;Pago con codbarra
300;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-13;2000000;20000;0;20000;Efecty
74;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-13;2000000;20000;0;20000;Efecty
48;NOTARIA SEGUNDA;ESCRITURA;2018-04-16;33300000;437200;0;437200;Pago con codbarra
300;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-13;1000000;10000;0;10000;Efecty
213;GOBERNACION;ACTA;2018-04-13;0;104200;0;104200;SAES
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-13;53000000;634200;0;634200;Efecty
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-13;0;104200;0;104200;Efecty
39;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-13;0;104200;0;104200;Efecty
112;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-13;60000000;600000;0;600000;Efecty
276;GOBERNACION;ACTA;2018-04-13;0;104200;0;104200;SAES
71;GOBERNACION;ESCRITURA;2018-04-13;800000;8000;0;8000;Efecty
1;GOBERNACION;ESCRITURA;2018-04-13;0;104200;0;104200;Efecty
71;GOBERNACION;ESCRITURA;2018-04-13;700000;7000;0;7000;Efecty
261;GOBERNACION;ACTA;2018-04-13;1000000;7000;0;7000;SAES
307;GOBERNACION;CAMARA DE COMERCIO;2018-04-13;0;104200;0;104200;PSE
187;GOBERNACION;ACTA;2018-04-13;0;312500;0;312500;SAES
266;NOTARIA CUARTA;ESCRITURA;2018-04-13;4000000;40000;0;40000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-18;30000000;300000;0;300000;Efecty
48;GOBERNACION;ESCRITURA;2018-04-13;0;104200;23000;127200;SAES
71;GOBERNACION;ESCRITURA;2018-04-18;36200000;466200;0;466200;Efecty
190;GOBERNACION;ACTA;2018-04-13;30000000;314200;0;314200;Efecty
122;GOBERNACION;ACTA;2018-04-13;6031900;42200;0;42200;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-17;5000000;50000;0;50000;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-16;94300000;943000;0;943000;Efecty
1;NOTARIA PRIMERA;ESCRITURA;2018-04-13;0;104200;0;104200;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-17;38000000;380000;0;380000;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-17;3700000;37000;0;37000;Efecty
74;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-13;1000000;10000;0;10000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-17;5000000;50000;0;50000;Pago con codbarra
71;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-13;39000000;390000;0;390000;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-16;178601000;1786000;0;1786000;Efecty
16;NOTARIA CUARTA;ESCRITURA;2018-04-19;93000000;1034200;0;1034200;Pago con codbarra
74;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-13;2000000;20000;0;20000;Efecty
187;GOBERNACION;ACTA;2018-04-13;0;312500;0;312500;SAES
38;GOBERNACION;ESCRITURA;2018-04-13;0;104200;0;104200;SAES
71;NOTARIA TERCERA;ESCRITURA;2018-04-19;16500000;165000;0;165000;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-19;33000000;330000;0;330000;Pago con codbarra
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-16;6000000;60000;0;60000;Pago con codbarra
16;NOTARIA CUARTA;ESCRITURA;2018-04-16;26706000;371300;0;371300;Pago con codbarra
165;NOTARIA TERCERA;ESCRITURA;2018-04-24;40250000;402500;0;402500;Pago con codbarra
71;NOTARIA CUARTA;ESCRITURA;2018-04-23;37000000;474200;0;474200;Pago con codbarra
103;NOTARIA PRIMERA;ESCRITURA;2018-04-25;0;104200;0;104200;Pago con codbarra
48;NOTARIA CUARTA;ESCRITURA;2018-04-16;15000000;254200;0;254200;Pago con codbarra
16;NOTARIA CUARTA;ESCRITURA;2018-04-17;57500000;679200;0;679200;Efecty
38;GOBERNACION;ESCRITURA;2018-04-13;16000000;264200;12300;276500;SAES
190;GOBERNACION;ACTA;2018-04-13;510000;107800;0;107800;SAES
190;GOBERNACION;ACTA;2018-04-13;330000;106500;0;106500;SAES
38;NOTARIA PRIMERA;ESCRITURA;2018-04-18;0;104200;0;104200;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-16;12000000;120000;0;120000;Efecty
38;NOTARIA CUARTA;ESCRITURA;2018-04-16;0;104200;0;104200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-23;42500000;529200;0;529200;Pago con codbarra
112;NOTARIA CUARTA;ESCRITURA;2018-04-17;110000000;1100000;0;1100000;Efecty
23;NOTARIA TERCERA;ESCRITURA;2018-04-16;0;104200;0;104200;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-16;4000000;40000;0;40000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-16;500000;5000;0;5000;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-18;500000;5000;0;5000;Efecty
74;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-14;3000000;30000;0;30000;Efecty
332;NOTARIA UNICA LA UNION ;CAMARA DE COMERCIO;2018-04-14;0;104200;0;104200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-23;4000000;40000;0;40000;Efecty
38;NOTARIA CUARTA;ESCRITURA;2018-04-16;0;104200;0;104200;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-18;6500000;169200;0;169200;Efecty
213;GOBERNACION;ACTA;2018-04-16;0;104200;0;104200;PSE
112;NOTARIA SEGUNDA;ESCRITURA;2018-04-17;25000000;250000;0;250000;Efecty
105;NOTARIA SEGUNDA;ESCRITURA;2018-04-16;30000000;404200;0;404200;Efecty
63;NOTARIA SEGUNDA;ESCRITURA;2018-04-19;0;416700;0;416700;Efecty
38;GOBERNACION;ESCRITURA;2018-04-30;0;104200;574500;678700;Efecty
190;GOBERNACION;ACTA;2018-04-16;3000000;125200;0;125200;SAES
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-16;500000;5000;0;5000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-16;15000000;150000;0;150000;Efecty
112;GOBERNACION;ESCRITURA;2018-04-16;10000000;100000;121000;221000;SAES
213;GOBERNACION;ACTA;2018-04-16;0;104200;5800;110000;SAES
261;GOBERNACION;CONTRATO;2018-04-16;2185000;15300;0;15300;SAES
38;NOTARIA CUARTA;ESCRITURA;2018-04-18;0;104200;0;104200;Pago con codbarra
112;NOTARIA TERCERA;ESCRITURA;2018-04-16;6000000;60000;0;60000;Efecty
71;NOTARIA TERCERA;ACTA;2018-04-18;500000;5000;0;5000;Efecty
187;GOBERNACION;CAMARA DE COMERCIO;2018-04-16;0;104200;0;104200;SAES
71;NOTARIA TERCERA;ESCRITURA;2018-04-17;28995000;290000;0;290000;Efecty
48;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-19;2000000;124200;0;124200;Pago con codbarra
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-19;20000000;200000;0;200000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-17;159179000;1591800;0;1591800;Pago con codbarra
38;NOTARIA PRIMERA;ESCRITURA;2018-04-18;0;208300;0;208300;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-18;130000000;1300000;0;1300000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-16;5000000;50000;0;50000;Efecty
38;NOTARIA TERCERA;ESCRITURA;2018-04-16;0;104200;0;104200;Efecty
190;NOTARIA PRIMERATUQUERRES;ACTA;2018-04-16;5000000;139200;0;139200;Efecty
4;GOBERNACION;ESCRITURA;2018-04-16;3000000;238400;0;238400;SAES
38;NOTARIA UNICA SAMANIEGO;CERTIFICACION;2018-04-16;0;104200;181500;285700;Efecty
276;GOBERNACION;ACTA;2018-04-16;0;104200;0;104200;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-26;5000000;50000;0;50000;Efecty
38;GOBERNACION;ESCRITURA;2018-04-16;0;104200;0;104200;SAES
213;GOBERNACION;ACTA;2018-04-16;0;104200;0;104200;SAES
71;NOTARIA TERCERA;ESCRITURA;2018-04-17;122000000;1220000;0;1220000;Efecty
104;GOBERNACION;ACTA;2018-04-16;0;104200;0;104200;SAES
1;NOTARIA TERCERA;ESCRITURA;2018-04-20;30000000;404200;0;404200;Pago con codbarra
213;GOBERNACION;ACTA;2018-04-16;0;208300;0;208300;SAES
71;NOTARIA TERCERA;ESCRITURA;2018-04-20;26000000;260000;0;260000;Pago con codbarra
87;NOTARIA TERCERA;ESCRITURA;2018-04-17;0;104200;0;104200;Pago con codbarra
213;GOBERNACION;ACTA;2018-04-16;0;104200;0;104200;PSE
38;NOTARIA CUARTA;ESCRITURA;2018-04-16;0;104200;0;104200;Pago con codbarra
38;NOTARIA CUARTA;ESCRITURA;2018-04-16;0;104200;0;104200;Pago con codbarra
74;GOBERNACION;ESCRITURA;2018-04-16;1000000;10000;0;10000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-16;10000000;100000;0;100000;Efecty
112;NOTARIA CUARTA;ESCRITURA;2018-04-16;30000000;300000;0;300000;Pago con codbarra
71;NOTARIA TERCERA;ESCRITURA;2018-04-16;15000000;150000;0;150000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-16;10500000;105000;16500;121500;SAES
71;NOTARIA CUARTA;ESCRITURA;2018-04-17;75300000;753000;0;753000;Efecty
213;GOBERNACION;ACTA;2018-04-16;0;104200;0;104200;PSE
71;NOTARIA CUARTA;ESCRITURA;2018-04-16;45000000;450000;0;450000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-16;35000000;350000;0;350000;Efecty
213;GOBERNACION;ACTA;2018-04-16;0;104200;0;104200;SAES
72;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-16;59500000;595000;0;595000;Efecty
261;GOBERNACION;ACTA;2018-04-16;1000000;7000;100;7100;SAES
320;NOTARIA CUARTA;ESCRITURA;2018-04-17;420000000;4200000;0;4200000;Pago con codbarra
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-16;1000000;10000;0;10000;Efecty
71;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-16;15000000;150000;0;150000;Efecty
38;NOTARIA PRIMERA;ESCRITURA;2018-04-18;84330500;1155900;0;1155900;Efecty
4;NOTARIA TERCERA;ESCRITURA;2018-04-17;540000000;5504200;0;5504200;Pago con codbarra
213;GOBERNACION;ACTA;2018-04-16;0;208300;0;208300;SAES
205;NOTARIA UNICA TUMACO;ACTA;2018-04-16;0;104200;0;104200;Efecty
4;NOTARIA CUARTA;ESCRITURA;2018-04-16;20000000;408400;0;408400;Efecty
187;GOBERNACION;ACTA;2018-04-16;0;104200;0;104200;PSE
261;GOBERNACION;ACTA;2018-04-16;1000000;7000;0;7000;SAES
71;GOBERNACION;ESCRITURA;2018-04-25;30100000;301000;13000;314000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-16;3000000;30000;0;30000;Efecty
76;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-18;99000000;1198400;0;1198400;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-16;1000000;10000;0;10000;Efecty
71;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-16;1000000;10000;0;10000;Efecty
74;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-16;500000;5000;0;5000;Efecty
63;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-16;10000000;204200;0;204200;Efecty
213;GOBERNACION;ACTA;2018-04-16;0;104200;0;104200;SAES
105;GOBERNACION;ESCRITURA;2018-04-16;0;104200;0;104200;SAES
320;NOTARIA CUARTA;ESCRITURA;2018-04-17;150000000;1500000;0;1500000;Efecty
10;NOTARIA UNICA TUMACO;ESCRITURA;2018-04-16;9230000;92300;4500;96800;Efecty
213;GOBERNACION;ACTA;2018-04-16;0;104200;0;104200;SAES
71;GOBERNACION;ESCRITURA;2018-04-16;200000000;2000000;0;2000000;SAES
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-16;2000000;20000;0;20000;Efecty
213;GOBERNACION;ACTA;2018-04-16;0;104200;0;104200;PSE
197;GOBERNACION;ACTA;2018-04-16;0;104200;0;104200;SAES
71;GOBERNACION;ESCRITURA;2018-04-16;400000;4000;14900;18900;SAES
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-16;500000;5000;0;5000;Efecty
213;GOBERNACION;ACTA;2018-04-16;0;104200;2900;107100;PSE
71;NOTARIA TERCERA;ESCRITURA;2018-04-19;132975000;1746500;0;1746500;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-16;130000000;1300000;0;1300000;Efecty
38;NOTARIA PRIMERATUQUERRES;ESCRITURA;2018-04-16;0;104200;0;104200;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-16;3000000;30000;0;30000;Efecty
4;NOTARIA PRIMERA;ESCRITURA;2018-04-20;112900000;1545600;0;1545600;Efecty
112;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-16;45000000;450000;0;450000;Efecty
38;GOBERNACION;ESCRITURA;2018-04-17;84871312;952900;46000;998900;Efecty
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-16;6000000;60000;0;60000;Efecty
112;GOBERNACION;ESCRITURA;2018-04-16;9000000;90000;0;90000;SAES
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-16;56000000;664200;0;664200;Efecty
71;NOTARIA UNICA SAMANIEGO;ESCRITURA;2018-04-16;10000000;100000;0;100000;Efecty
276;GOBERNACION;REGISTRO NACIONAL DE TURISMO;2018-04-16;0;104200;0;104200;PSE
300;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-16;1000000;10000;0;10000;Efecty
165;GOBERNACION;ESCRITURA;2018-04-16;98280000;982800;52600;1035400;SAES
1;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-16;0;104200;0;104200;Efecty
190;GOBERNACION;CAMARA DE COMERCIO;2018-04-16;12000000;188200;0;188200;PSE
1;NOTARIA CUARTA;ESCRITURA;2018-04-16;0;312500;0;312500;Efecty
112;NOTARIA TERCERA;ESCRITURA;2018-04-16;16000000;160000;0;160000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-19;6500000;65000;0;65000;Pago con codbarra
48;NOTARIA TERCERA;ESCRITURA;2018-04-18;87916000;983400;0;983400;Pago con codbarra
276;GOBERNACION;REGISTRO NACIONAL DE TURISMO;2018-04-16;0;104200;0;104200;PSE
71;NOTARIA CUARTA;ESCRITURA;2018-04-17;271000000;2710000;0;2710000;Efecty
181;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-16;500000;5000;0;5000;Efecty
71;NOTARIA UNICA CUMBAL;ESCRITURA;2018-04-16;1000000;10000;5000;15000;Efecty
71;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-16;51000000;510000;0;510000;Efecty
213;GOBERNACION;ACTA;2018-04-16;0;208400;0;208400;SAES
213;GOBERNACION;ACTA;2018-04-16;0;208400;500;208900;SAES
71;NOTARIA TERCERA;ESCRITURA;2018-04-18;87000000;870000;0;870000;Pago con codbarra
71;GOBERNACION;ACTA;2018-04-16;25200000;252000;18600;270600;SAES
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-25;5000000;50000;0;50000;Efecty
71;NOTARIA UNICA CUMBAL;ESCRITURA;2018-04-16;1000000;10000;5000;15000;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-18;101891000;1018900;0;1018900;Efecty
71;NOTARIA PRIMERA;ESCRITURA;2018-04-16;185750000;1857500;0;1857500;Efecty
300;NOTARIA TERCERA;ESCRITURA;2018-04-18;3000000;30000;0;30000;Pago con codbarra
276;GOBERNACION;ACTA;2018-04-16;0;104200;0;104200;SAES
261;GOBERNACION;ACTA;2018-04-16;3000000;21000;0;21000;SAES
16;NOTARIA PRIMERA;ESCRITURA;2018-04-30;0;104200;0;104200;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-19;92575000;1134100;0;1134100;Efecty
71;NOTARIA TERCERA;ESCRITURA;2018-04-30;85900000;963200;0;963200;Efecty
38;NOTARIA PRIMERA;ESCRITURA;2018-04-30;0;104200;0;104200;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-17;6400000;64000;0;64000;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-19;3000000;30000;0;30000;Efecty
38;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-17;65000000;754200;0;754200;Efecty
71;NOTARIA SEGUNDA;ESCRITURA;2018-04-19;31200000;312000;0;312000;Pago con codbarra
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-17;1000000;10000;0;10000;Efecty
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-17;1000000;10000;0;10000;Efecty
72;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-17;1000000;10000;0;10000;Efecty
165;NOTARIA PRIMERA  IPIALES;ESCRITURA;2018-04-17;80000000;800000;0;800000;Efecty
38;NOTARIA CUARTA;ESCRITURA;2018-04-17;0;208300;0;208300;Efecty
213;GOBERNACION;ACTA;2018-04-17;0;104200;0;104200;PSE
48;NOTARIA CUARTA;ESCRITURA;2018-04-17;0;104200;0;104200;Efecty
74;NOTARIA UNICA LA UNION ;ESCRITURA;2018-04-17;5000000;50000;0;50000;Efecty
71;GOBERNACION;ESCRITURA;2018-04-17;600000;6000;0;6000;Efecty
71;NOTARIA CUARTA;ESCRITURA;2018-04-18;81000000;810000;0;810000;Efecty
23;GOBERNACION;ESCRITURA;2018-04-17;0;208400;130400;338800;SAES
